R,7000
ns,2
ms,100
D_0,-1.360989904
A_0_0,18231.3299254
B_0_0,-13808.660715
A_0_1,9666.04104768
B_0_1,5054.46911818
A_0_2,-565.123518343
B_0_2,5776.9915627
A_0_3,-3028.73471076
B_0_3,908.990102285
A_0_4,-1023.32981913
B_0_4,-1344.41517642
A_0_5,436.620395508
B_0_5,-622.077580999
A_0_6,159.807836681
B_0_6,144.492763812
A_0_7,-222.508235772
B_0_7,-96.8837654717
A_0_8,87.2777215512
B_0_8,-356.317163488
A_0_9,370.177146344
B_0_9,-54.9072214686
A_0_10,164.731538304
B_0_10,267.275541405
A_0_11,-132.67904877
B_0_11,181.505095404
A_0_12,-134.085563809
B_0_12,-38.4340843877
A_0_13,3.32986503825
B_0_13,-73.3543895233
A_0_14,32.7352771454
B_0_14,4.81768938128
A_0_15,-13.6715684981
B_0_15,17.9542994443
A_0_16,-16.5961458639
B_0_16,-15.8583496461
A_0_17,11.9419747975
B_0_17,-16.1132503158
A_0_18,12.999474551
B_0_18,7.1434348341
A_0_19,-4.27930488099
B_0_19,9.26555529483
A_0_20,-6.61242939004
B_0_20,-2.98677612981
A_0_21,2.11832408513
B_0_21,-4.96229239248
A_0_22,3.70102176336
B_0_22,1.3110046596
A_0_23,-0.743565129398
B_0_23,2.60349620746
A_0_24,-1.76159623119
B_0_24,-0.468940896433
A_0_25,0.330499113984
B_0_25,-1.21286349784
A_0_26,0.847302666069
B_0_26,0.209855162254
A_0_27,-0.117839208005
B_0_27,0.559391921678
A_0_28,-0.339863087261
B_0_28,-0.0889476958477
A_0_29,0.0987155306873
B_0_29,-0.212454823023
A_0_30,0.158017429475
B_0_30,0.0967367957721
A_0_31,-0.0678981837433
B_0_31,0.126678906225
A_0_32,-0.0891233926908
B_0_32,-0.0348212689503
A_0_33,0.018658807527
B_0_33,-0.0506003440565
A_0_34,0.0255300085724
B_0_34,0.017683296118
A_0_35,-0.0189548742666
B_0_35,0.0157189993716
A_0_36,-0.0126359839972
B_0_36,-0.0158603520375
A_0_37,0.0106606579806
B_0_37,-0.00951334207921
A_0_38,0.0057763340017
B_0_38,0.00701032726575
A_0_39,-0.00534040970461
B_0_39,0.00318388688809
A_0_40,-0.00208482247163
B_0_40,-0.00425081382138
A_0_41,0.00304240051337
B_0_41,-0.0015612058385
A_0_42,0.00100914081832
B_0_42,0.00199515579667
A_0_43,-0.00137334446582
B_0_43,0.000521576158468
A_0_44,-0.000278888145716
B_0_44,-0.00102685654514
A_0_45,0.000733455096209
B_0_45,-0.000200382904727
A_0_46,0.000129333850419
B_0_46,0.00046713248162
